	leiden_v1_r0.5	leiden_v2_r0.7	celltype1	celltype2	manual_annotation
ptbp3	1	0	hatching_gland	hematopoietic_vasculature	unassigned
slco1c1	2	6	neural	optic_cup	unassigned
ccdc141	6	5	muscle	fast_muscle	unassigned
si:ch211-198c19.3	2	9	epidermis	neural_telencephalon	unassigned
CABZ01068358.1	8	10	notochord	somites	unassigned
alpk2	6	5	muscle	fast_muscle	unassigned
celsr3	0	1	differentiating_neurons	enteric_neurons	unassigned
cadm3	0	2	differentiating_neurons	optic_cup	unassigned
isl2b	0	1	enteric_neurons	pronephros	unassigned
osr2	2	9	endoderm	endocrine_pancreas	unassigned
cux2b	0	1	endocrine_pancreas	muscle	unassigned
si:ch211-248e11.2	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
adgrb1a	8	10	notochord	lateral_plate_mesoderm	unassigned
dapk2b	5	3	epidermis	lateral_plate_mesoderm	unassigned
slc35g2b	0	1	heart_myocardium	enteric_neurons	unassigned
dlec1	7	13	PSM	muscle	unassigned
plcd3a	6	5	fast_muscle	muscle	unassigned
col27a1b	2	6	hatching_gland	notochord	unassigned
ldlrad4b	5	3	tail_bud	NMPs	unassigned
fabp3	0	2	hindbrain	neurons	unassigned
col12a1a	0	2	neural_posterior	neurons	unassigned
esrrga	3	4	NMPs	tail_bud	unassigned
fam83b	2	9	epidermis	notochord	unassigned
scg3	0	1	enteric_neurons	differentiating_neurons	unassigned
tuba1a	0	2	enteric_neurons	spinal_cord	unassigned
barhl1a	7	8	floor_plate	neural_telencephalon	unassigned
seta	1	11	hindbrain	hemangioblasts	unassigned
fip1l1a	2	6	hatching_gland	hemangioblasts	unassigned
robo2.1	1	0	enteric_neurons	pharyngeal_arches	unassigned
BX908804.1	6	5	PSM	muscle	unassigned
wnt3	0	2	neural	neural_crest	unassigned
apln	8	10	notochord	neural	unassigned
vps41	1	0	heart_myocardium	enteric_neurons	unassigned
si:ch211-186j3.6	3	4	PSM	muscle	unassigned
zbtb16b	1	2	neurons	neural_telencephalon	unassigned
cx44.2	2	9	epidermis	lateral_plate_mesoderm	unassigned
si:ch211-130h14.4	3	4	NMPs	notochord	unassigned
gpm6ab	0	1	enteric_neurons	differentiating_neurons	unassigned
her5	3	4	PSM	midbrain_hindbrain_boundary	unassigned
jagn1a	0	1	enteric_neurons	differentiating_neurons	unassigned
si:ch211-10a23.2	0	1	enteric_neurons	lateral_plate_mesoderm	unassigned
btr01	2	6	neural_crest	neural	unassigned
mpp5a	1	0	heart_myocardium	hatching_gland	unassigned
clcf1	2	6	hatching_gland	lateral_plate_mesoderm	unassigned
pard6gb	1	0	neural_telencephalon	heart_myocardium	unassigned
hhatlb	6	5	heart_myocardium	pharyngeal_arches	unassigned
hbae1.3	4	7	hemangioblasts	heart_myocardium	unassigned
nrbp2a	1	0	hemangioblasts	notochord	unassigned
tmem121aa	0	1	enteric_neurons	differentiating_neurons	unassigned
gngt1	2	6	NMPs	neural_posterior	unassigned
mgll	1	3	endoderm	differentiating_neurons	unassigned
si:ch211-63i20.3	1	0	neural	hemangioblasts	unassigned
ftr83	5	3	pronephros	hematopoietic_vasculature	unassigned
akap6	6	5	muscle	fast_muscle	unassigned
marcksl1b	1	11	epidermis	neural_crest	unassigned
im:7152348	0	1	enteric_neurons	differentiating_neurons	unassigned
numbl	1	0	differentiating_neurons	enteric_neurons	unassigned
cnbpb	1	11	somites	fast_muscle	unassigned
gadd45aa	1	8	epidermis	NMPs	unassigned
si:ch73-233f7.1	0	1	neural_optic	neural_crest	unassigned
samd4a	5	3	neural_crest	hematopoietic_vasculature	unassigned
tal2	7	8	floor_plate	midbrain_hindbrain_boundary	unassigned
tmtops2a	2	6	hatching_gland	neural	unassigned
fhdc2	3	4	PSM	pharyngeal_arches	unassigned
apoeb	3	4	epidermis	tail_bud	unassigned
ephb4a	1	0	neural_floor_plate	endoderm	unassigned
col12a1b	5	3	pharyngeal_arches	lateral_plate_mesoderm	unassigned
si:dkey-112m2.1	1	0	muscle	midbrain_hindbrain_boundary	unassigned
myo1eb	2	9	epidermis	endocrine_pancreas	unassigned
uts2d	0	2	differentiating_neurons	hatching_gland	unassigned
rin3	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
hsd17b3	7	8	PSM	notochord	unassigned
tnni2b.1	6	5	muscle	fast_muscle	unassigned
map4k2	2	6	hatching_gland	hematopoietic_vasculature	unassigned
or103-5	8	10	notochord	neurons	unassigned
tubb2	0	1	enteric_neurons	differentiating_neurons	unassigned
elk3	5	3	hematopoietic_vasculature	lateral_plate_mesoderm	unassigned
lrp1ba.1	7	8	hatching_gland	enteric_neurons	unassigned
sytl5	2	6	hatching_gland	notochord	unassigned
si:dkey-27i16.2	7	8	hindbrain	neural_floor_plate	unassigned
si:ch211-107n13.1	6	5	somites	PSM	unassigned
crestin	7	8	neural_crest	neural	unassigned
dmbx1b	0	2	midbrain_hindbrain_boundary	floor_plate	unassigned
GNPAT	0	1	hatching_gland	enteric_neurons	unassigned
nefmb	0	1	hatching_gland	enteric_neurons	unassigned
snap91a	0	1	differentiating_neurons	neurons	unassigned
ttn.2	6	5	muscle	fast_muscle	unassigned
ulk1a	1	0	enteric_neurons	hatching_gland	unassigned
hs3st3b1b	1	2	midbrain_hindbrain_boundary	neural_posterior	unassigned
tcf21	5	3	heart_myocardium	pharyngeal_arches	unassigned
foxo1b	5	3	pharyngeal_arches	hematopoietic_vasculature	unassigned
nr5a2	2	9	endoderm	endocrine_pancreas	unassigned
sdr16c5a	1	0	epidermis	notochord	unassigned
pif1	1	11	pharyngeal_arches	hemangioblasts	unassigned
adgrf8	6	5	heart_myocardium	muscle	unassigned
fmn2b	0	1	differentiating_neurons	enteric_neurons	unassigned
nanos1	0	2	endocrine_pancreas	neural_telencephalon	unassigned
plekhn1	3	4	tail_bud	PSM	unassigned
klf2b	2	9	epidermis	hatching_gland	unassigned
dmrt3a	7	8	somites	PSM	unassigned
limk2	1	3	endocrine_pancreas	endoderm	unassigned
rhd	4	7	hemangioblasts	hatching_gland	unassigned
adarb2	1	0	NMPs	hatching_gland	unassigned
slc6a22.2	7	8	heart_myocardium	hemangioblasts	unassigned
slc16a5b	2	6	hemangioblasts	muscle	unassigned
slc6a9	1	0	neural_posterior	hemangioblasts	unassigned
ptpn11b	4	7	neural_crest	hemangioblasts	unassigned
hoxa9b	3	4	tail_bud	NMPs	unassigned
chrng	6	5	muscle	fast_muscle	unassigned
pnx	3	4	differentiating_neurons	enteric_neurons	unassigned
pdlim7	5	3	pharyngeal_arches	muscle	unassigned
vwde	6	5	somites	fast_muscle	unassigned
txlnbb	6	5	muscle	fast_muscle	unassigned
smad1	1	0	optic_cup	fast_muscle	unassigned
si:dkey-240h12.4	2	9	epidermis	hematopoietic_vasculature	unassigned
pitx2	2	6	hatching_gland	lateral_plate_mesoderm	unassigned
mdkb	0	2	neural_floor_plate	hindbrain	unassigned
pdgfrb	5	3	lateral_plate_mesoderm	pharyngeal_arches	unassigned
actn4	1	0	hematopoietic_vasculature	NMPs	unassigned
SAMD5	0	2	neural_telencephalon	midbrain_hindbrain_boundary	unassigned
dnah7	7	13	floor_plate	neural	unassigned
phldb2a	5	3	pharyngeal_arches	lateral_plate_mesoderm	unassigned
fli1a	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
stk10	4	7	hemangioblasts	hematopoietic_vasculature	unassigned
vwf	9	12	endocrine_pancreas	heart_myocardium	unassigned
pkp4	1	0	muscle	fast_muscle	unassigned
tcima	3	4	endocrine_pancreas	lateral_plate_mesoderm	unassigned
fgfrl1a	1	0	somites	fast_muscle	unassigned
krt8	1	0	epidermis	endocrine_pancreas	unassigned
slc32a1	0	1	hemangioblasts	differentiating_neurons	unassigned
en2a	0	2	midbrain_hindbrain_boundary	floor_plate	unassigned
si:ch73-21g5.7	0	2	neural_posterior	enteric_neurons	unassigned
CABZ01081777.1	6	5	muscle	fast_muscle	unassigned
ackr3b	1	2	hindbrain	neurons	unassigned
adgrb2	0	6	spinal_cord	optic_cup	unassigned
ywhaqa	1	11	epidermis	hematopoietic_vasculature	unassigned
vtg5	0	1	neural	notochord	unassigned
p3h4	1	0	notochord	hatching_gland	unassigned
smoc2	5	3	heart_myocardium	endocrine_pancreas	unassigned
pdgfab	5	3	pharyngeal_arches	notochord	unassigned
ttc12	7	13	NMPs	pronephros	unassigned
sh3gl2a	0	1	hatching_gland	enteric_neurons	unassigned
iqca1	0	2	spinal_cord	neural_posterior	unassigned
epor	4	7	hemangioblasts	hatching_gland	unassigned
niban1a	6	5	muscle	hatching_gland	unassigned
tns1a	6	5	muscle	epidermis	unassigned
cdh18a	1	0	heart_myocardium	lateral_plate_mesoderm	unassigned
hoxb10a	3	4	NMPs	tail_bud	unassigned
svild	1	0	pronephros	hatching_gland	unassigned
zgc:66479	3	4	endoderm	NMPs	unassigned
zgc:171687	4	7	hemangioblasts	hematopoietic_vasculature	unassigned
si:ch211-142c4.1	0	1	hatching_gland	enteric_neurons	unassigned
hnrnpa0l.1	1	11	NMPs	spinal_cord	unassigned
arhgap29b	1	0	tail_bud	NMPs	unassigned
foxj1a	7	13	spinal_cord	pronephros	unassigned
cfap45	7	13	spinal_cord	floor_plate	unassigned
si:ch211-195b15.7	7	8	lateral_plate_mesoderm	spinal_cord	unassigned
si:dkey-97a13.12	2	6	hatching_gland	enteric_neurons	unassigned
snap25b	0	1	enteric_neurons	lateral_plate_mesoderm	unassigned
rbms3	5	3	lateral_plate_mesoderm	pharyngeal_arches	unassigned
tent5bb	1	0	notochord	neural_optic	unassigned
btbd6a	0	2	differentiating_neurons	enteric_neurons	unassigned
cdc42bpab	0	1	differentiating_neurons	enteric_neurons	unassigned
mmp25b	0	1	enteric_neurons	differentiating_neurons	unassigned
ftr86	1	3	notochord	NMPs	unassigned
vox	3	4	NMPs	tail_bud	unassigned
inha	0	1	hindbrain	neural_posterior	unassigned
nkx6.2	0	2	floor_plate	neural_posterior	unassigned
oc90	0	2	spinal_cord	endoderm	unassigned
lrrc4ca	0	1	differentiating_neurons	hematopoietic_vasculature	unassigned
eppk1	1	3	epidermis	differentiating_neurons	unassigned
CR387919.1	1	0	fast_muscle	epidermis	unassigned
elf3	2	9	endocrine_pancreas	endoderm	unassigned
kcnab2a	1	0	hatching_gland	optic_cup	unassigned
aox5	2	6	hatching_gland	neural_crest	unassigned
diaph3	1	0	neural_optic	optic_cup	unassigned
myo16	0	2	differentiating_neurons	muscle	unassigned
ivns1abpa	1	0	lateral_plate_mesoderm	hemangioblasts	unassigned
mmp11b	2	9	pharyngeal_arches	endocrine_pancreas	unassigned
hmgb2b	1	11	neural_telencephalon	neural_posterior	unassigned
grip2a	6	5	muscle	fast_muscle	unassigned
six1b	5	3	pharyngeal_arches	lateral_plate_mesoderm	unassigned
zgc:173552	7	8	floor_plate	neural	left_bottom
sntb2	1	0	notochord	neural	unassigned
zic2a	1	2	neurons	neural	unassigned
slc5a8l	7	13	epidermis	enteric_neurons	unassigned
srrm2	1	11	hemangioblasts	neural_crest	unassigned
itpr2	5	3	endoderm	NMPs	unassigned
ehd4	8	10	hemangioblasts	endoderm	unassigned
znf385b	8	10	notochord	hematopoietic_vasculature	unassigned
dpysl4	0	1	enteric_neurons	differentiating_neurons	unassigned
gfra4b	5	3	somites	neural_crest	unassigned
ctslb.2	2	6	hatching_gland	hematopoietic_vasculature	unassigned
noto	3	4	notochord	neural_optic	unassigned
pkdcca	1	0	heart_myocardium	neural_floor_plate	unassigned
cacnb3b	7	8	midbrain_hindbrain_boundary	notochord	unassigned
grhl1	2	9	endocrine_pancreas	lateral_plate_mesoderm	unassigned
chst11	6	5	fast_muscle	notochord	unassigned
tnika	0	2	neural_posterior	differentiating_neurons	unassigned
col4a3	2	9	epidermis	neural_telencephalon	unassigned
ntrk3a	0	1	muscle	enteric_neurons	unassigned
CRACD	8	10	notochord	neural_posterior	unassigned
gas2a	8	10	epidermis	neural_crest	unassigned
slc41a1	9	12	hematopoietic_vasculature	enteric_neurons	unassigned
vgll4l	3	4	epidermis	endocrine_pancreas	unassigned
sost	0	3	lateral_plate_mesoderm	pharyngeal_arches	unassigned
nrn1a	0	1	enteric_neurons	differentiating_neurons	unassigned
retreg1	6	5	muscle	fast_muscle	unassigned
gpm6aa	0	2	neural_telencephalon	floor_plate	unassigned
ncor2	1	0	endoderm	notochord	unassigned
ARHGAP22	8	10	notochord	enteric_neurons	unassigned
abcc9	2	6	NMPs	notochord	unassigned
fgd4a	0	2	differentiating_neurons	endoderm	unassigned
bahcc1b	1	0	neural_telencephalon	neural	unassigned
npr1b	7	13	pronephros	neural_posterior	unassigned
bicc1b	5	3	pharyngeal_arches	heart_myocardium	unassigned
palm1a	6	5	muscle	fast_muscle	unassigned
man1a1	1	3	hematopoietic_vasculature	lateral_plate_mesoderm	unassigned
hipk3b	1	0	notochord	muscle	unassigned
col4a2	6	5	somites	muscle	unassigned
tmem54a	2	9	epidermis	hatching_gland	unassigned
lima1a	3	4	hematopoietic_vasculature	heart_myocardium	unassigned
CU459186.3	1	0	neural_posterior	neurons	unassigned
mgat4b	1	0	enteric_neurons	hatching_gland	unassigned
p4ha3	5	3	lateral_plate_mesoderm	pharyngeal_arches	unassigned
ppfibp2b	6	5	muscle	fast_muscle	unassigned
ncam2	0	1	endocrine_pancreas	endoderm	unassigned
zgc:101100	1	0	lateral_plate_mesoderm	floor_plate	unassigned
notch2	3	4	somites	notochord	unassigned
tent5ba	1	0	hatching_gland	neural_crest	unassigned
fkbp11	1	0	hatching_gland	notochord	unassigned
si:ch211-172l8.4	2	9	endocrine_pancreas	hematopoietic_vasculature	unassigned
mpx	4	7	PSM	tail_bud	unassigned
xkr9	2	6	hatching_gland	lateral_plate_mesoderm	unassigned
chl1b	0	2	neural_posterior	neural_floor_plate	unassigned
klf13	1	0	hemangioblasts	NMPs	unassigned
kcnc1a	0	1	differentiating_neurons	neural_telencephalon	unassigned
angptl7	6	5	somites	tail_bud	unassigned
pcdh7b	5	3	lateral_plate_mesoderm	epidermis	unassigned
itih5	2	9	endoderm	epidermis	unassigned
si:dkey-4c23.5	7	8	endocrine_pancreas	somites	unassigned
foxe3	2	6	hatching_gland	endocrine_pancreas	unassigned
chodl	0	1	enteric_neurons	differentiating_neurons	unassigned
cdh7a	0	2	neural_posterior	spinal_cord	unassigned
si:dkey-93h22.7	4	7	neural_crest	hemangioblasts	unassigned
pcdh2g28	1	0	differentiating_neurons	spinal_cord	unassigned
lmo2	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
ptpn18	2	9	endoderm	muscle	unassigned
aspdh	9	12	midbrain_hindbrain_boundary	enteric_neurons	unassigned
enox1	0	1	enteric_neurons	differentiating_neurons	unassigned
si:ch73-167f10.1	1	0	hemangioblasts	PSM	unassigned
msi2a	1	0	notochord	neural_telencephalon	unassigned
or132-3	2	9	midbrain_hindbrain_boundary	notochord	unassigned
epoa	1	8	neural_crest	neural_telencephalon	unassigned
sult2st1	1	0	epidermis	endocrine_pancreas	unassigned
zgc:101663	4	7	hatching_gland	hemangioblasts	unassigned
kirrel3l	1	0	hindbrain	somites	unassigned
grhl3	2	9	epidermis	endocrine_pancreas	unassigned
si:dkeyp-44a8.4	5	3	enteric_neurons	notochord	unassigned
sfrp1a	1	2	optic_cup	spinal_cord	unassigned
ndr2	3	4	neural_telencephalon	hatching_gland	unassigned
drll.3	3	4	hemangioblasts	heart_myocardium	unassigned
glipr2	4	7	hemangioblasts	neural_floor_plate	unassigned
klf12a	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
si:ch211-139l2.1	3	4	spinal_cord	NMPs	unassigned
si:dkeyp-19e1.3	6	5	fast_muscle	muscle	unassigned
prkg2	0	1	lateral_plate_mesoderm	pharyngeal_arches	unassigned
pimr206	5	3	endocrine_pancreas	floor_plate	unassigned
lsp1a	3	4	endocrine_pancreas	lateral_plate_mesoderm	unassigned
ek1	0	2	neural_optic	neural_telencephalon	unassigned
pot1	1	0	optic_cup	hematopoietic_vasculature	unassigned
CU633479.2	6	5	muscle	hindbrain	unassigned
si:dkey-1h24.2	7	8	neural_posterior	hindbrain	unassigned
si:ch211-170d8.2	0	2	spinal_cord	neurons	unassigned
tpma	6	5	muscle	fast_muscle	unassigned
si:dkey-283b1.7	4	7	hemangioblasts	tail_bud	unassigned
hoxb6b	3	4	spinal_cord	tail_bud	unassigned
cdh12a	7	8	endoderm	enteric_neurons	unassigned
arhgap32a	2	3	endocrine_pancreas	endoderm	unassigned
si:dkey-56m19.5	1	11	neural_telencephalon	neural_floor_plate	unassigned
tox3	0	2	hindbrain	neural_posterior	unassigned
cxadr	1	2	neural_telencephalon	floor_plate	unassigned
zgc:92518	6	5	muscle	fast_muscle	unassigned
ryr2b	5	3	heart_myocardium	hematopoietic_vasculature	unassigned
eml2	2	9	endocrine_pancreas	endoderm	unassigned
si:dkey-249p7.4	9	12	fast_muscle	hematopoietic_vasculature	unassigned
spon1b	3	4	lateral_plate_mesoderm	tail_bud	unassigned
hjv	6	5	notochord	muscle	unassigned
atp8b1	2	9	endocrine_pancreas	epidermis	unassigned
metrn	1	0	PSM	tail_bud	unassigned
CHST8	0	1	heart_myocardium	hemangioblasts	unassigned
wnt2bb	3	4	NMPs	endoderm	unassigned
il15l	5	3	endoderm	fast_muscle	unassigned
spag8	0	1	enteric_neurons	pronephros	unassigned
gabbr2	8	10	notochord	hatching_gland	unassigned
GNAZ	0	1	neural_telencephalon	floor_plate	unassigned
emid1	5	3	endoderm	notochord	unassigned
zfhx4	1	2	midbrain_hindbrain_boundary	neural_optic	unassigned
si:dkey-66i24.8	7	8	neural_telencephalon	hemangioblasts	unassigned
dab2ipa	0	0	enteric_neurons	differentiating_neurons	unassigned
lmnl3	7	8	neural	neural_crest	unassigned
pcdh9	0	1	neural_crest	muscle	unassigned
nt5c2l1	4	7	enteric_neurons	hemangioblasts	unassigned
nav2b	1	0	endocrine_pancreas	neural_floor_plate	unassigned
si:ch73-299h12.3	4	7	hemangioblasts	hematopoietic_vasculature	unassigned
arhgap31	4	7	hematopoietic_vasculature	lateral_plate_mesoderm	unassigned
lpp	5	3	endoderm	muscle	unassigned
slit2	1	0	notochord	epidermis	unassigned
abcc6a	3	4	NMPs	notochord	unassigned
zmp:0000000760	8	10	notochord	hematopoietic_vasculature	unassigned
nr6a1b	0	1	endoderm	spinal_cord	unassigned
CABZ01044099.1	5	3	hematopoietic_vasculature	lateral_plate_mesoderm	unassigned
adra1aa	2	3	endocrine_pancreas	pharyngeal_arches	unassigned
coro2ba	4	7	hematopoietic_vasculature	enteric_neurons	unassigned
camsap3	2	6	hatching_gland	optic_cup	unassigned
nr2e3	7	8	hatching_gland	neural_telencephalon	unassigned
tmtc2b	1	0	PSM	somites	unassigned
paplna	2	6	hatching_gland	epidermis	unassigned
cgnb	0	3	neural_optic	pronephros	unassigned
ednrab	0	2	neural_crest	neural	unassigned
surf4l	2	6	hatching_gland	notochord	unassigned
rgcc	1	2	midbrain_hindbrain_boundary	neural_posterior	unassigned
pik3cd	4	7	hematopoietic_vasculature	notochord	unassigned
numa1	1	11	NMPs	pronephros	unassigned
entpd1	1	0	hindbrain	neural_telencephalon	unassigned
enpp1	3	4	endocrine_pancreas	lateral_plate_mesoderm	unassigned
nos1	5	3	notochord	epidermis	unassigned
si:ch73-184c24.1	2	9	endocrine_pancreas	endoderm	unassigned
tuba8l2	1	0	PSM	hatching_gland	unassigned
ttc34	7	13	heart_myocardium	pronephros	unassigned
mybphb	6	5	muscle	fast_muscle	unassigned
inhbaa	2	6	hatching_gland	lateral_plate_mesoderm	unassigned
aqp7	4	7	notochord	endoderm	unassigned
il11a	7	8	neural_telencephalon	hemangioblasts	unassigned
itgb3b	6	5	lateral_plate_mesoderm	pharyngeal_arches	unassigned
pdgfaa	0	2	neural_optic	neurons	unassigned
rfx2	1	0	floor_plate	neural_telencephalon	unassigned
pvalb6	5	3	notochord	hemangioblasts	unassigned
scrt1a	0	1	enteric_neurons	differentiating_neurons	unassigned
lnx2a	7	8	endocrine_pancreas	hemangioblasts	unassigned
acss2l	0	1	differentiating_neurons	enteric_neurons	unassigned
or111-3	8	10	neural_telencephalon	somites	unassigned
zgc:77784	0	1	differentiating_neurons	enteric_neurons	unassigned
epha7	1	2	neural_telencephalon	hindbrain	unassigned
si:dkey-121b10.7	4	7	hemangioblasts	hematopoietic_vasculature	unassigned
flt4	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
rusc1	2	6	PSM	muscle	unassigned
tbc1d30	2	6	hatching_gland	lateral_plate_mesoderm	unassigned
zbtb46	1	0	hatching_gland	heart_myocardium	unassigned
atp11a	1	0	hematopoietic_vasculature	endocrine_pancreas	unassigned
myo9ab	1	0	epidermis	heart_myocardium	unassigned
mn1a	0	2	neural_floor_plate	neural	unassigned
plxna2	1	0	muscle	fast_muscle	unassigned
apoa1a	1	0	hindbrain	lateral_plate_mesoderm	unassigned
pbx3b	0	2	pharyngeal_arches	endocrine_pancreas	unassigned
si:ch1073-220m6.1	7	8	neural_telencephalon	neural	unassigned
dip2a	1	0	hematopoietic_vasculature	differentiating_neurons	unassigned
ptch1	1	0	neural_telencephalon	floor_plate	unassigned
relch	1	0	enteric_neurons	differentiating_neurons	unassigned
myom1b	6	5	muscle	pronephros	unassigned
RAPH1	1	0	hatching_gland	muscle	unassigned
pdlim5a	0	1	differentiating_neurons	notochord	unassigned
hist1h2a6	7	8	neurons	enteric_neurons	left_bottom
aff2	1	0	hemangioblasts	optic_cup	unassigned
rgl2	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
drd4b	2	9	endoderm	endocrine_pancreas	unassigned
kif26aa	6	5	differentiating_neurons	fast_muscle	unassigned
rras2	1	0	muscle	fast_muscle	unassigned
shank3b	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
si:ch73-119p20.1	0	1	enteric_neurons	differentiating_neurons	unassigned
foxg1a	0	2	neural_optic	optic_cup	unassigned
ptx3b	8	10	notochord	somites	unassigned
gli2b	1	2	hindbrain	neural_floor_plate	unassigned
rplp2l	1	11	hemangioblasts	PSM	unassigned
cxcl11.8	7	8	neural_telencephalon	epidermis	unassigned
neurod6b	4	2	enteric_neurons	differentiating_neurons	unassigned
itpk1b	1	0	epidermis	somites	unassigned
prrx1b	8	10	lateral_plate_mesoderm	notochord	unassigned
F2RL3	2	9	epidermis	enteric_neurons	unassigned
hpgd	3	4	epidermis	endocrine_pancreas	unassigned
foxg1b	0	2	optic_cup	endoderm	unassigned
qkia	1	0	muscle	hematopoietic_vasculature	unassigned
msgn1	3	4	tail_bud	PSM	unassigned
lmx1ba	0	3	notochord	lateral_plate_mesoderm	unassigned
cnn2	1	0	epidermis	pharyngeal_arches	unassigned
gpr135	7	8	endoderm	differentiating_neurons	unassigned
si:dkey-108k21.19	1	0	floor_plate	neural_floor_plate	unassigned
znf516	0	2	enteric_neurons	notochord	unassigned
hid1b	2	6	hatching_gland	endocrine_pancreas	unassigned
dvl1a	8	10	midbrain_hindbrain_boundary	hindbrain	unassigned
CU639469.1	1	0	notochord	enteric_neurons	unassigned
dgkza	1	0	hematopoietic_vasculature	hatching_gland	unassigned
apoba	1	0	hematopoietic_vasculature	enteric_neurons	unassigned
atp1b1a	1	0	hematopoietic_vasculature	endoderm	unassigned
atxn2	8	10	notochord	neural	unassigned
rbp7b	6	5	somites	fast_muscle	unassigned
rbfox1l	6	5	muscle	fast_muscle	unassigned
myo1b	1	0	somites	notochord	unassigned
